rideshare_company,pickup_zone,dropoff_zone,trip_length_miles,trip_time_seconds,base_passenger_fare_dollars,tolls_dollars,black_car_fund_dollars,sales_tax_dollars,congestion_surcharge_dollars,airport_fee_dollars,tip_dollars,driver_pay_dollars,driver_total_pay_dollars,good_fare,request_month,request_date,request_hour,request_minute,request_day_of_week,time_of_day,pickup_borough,dropoff_borough,tip_or_no_tip
Uber,LaGuardia Airport,Crown Heights North,13.18,1745,37.76,0,1.11,3.57,0,2.5,4.49,35.16,39.65,FALSE,Sep,19,22,38,Tue,night,Queens,Queens,TRUE
Lyft,Bedford,Elmhurst/Maspeth,5.745,1088,22.36,0,0.61,1.98,0,0,0,17.92,17.92,FALSE,Sep,19,22,48,Tue,night,Brooklyn,Brooklyn,FALSE
Uber,LaGuardia Airport,East Harlem South,7.55,1081,32.3,6.94,1.15,3.7,0,2.5,0,20.3,20.3,FALSE,Sep,19,22,59,Tue,night,Queens,Queens,FALSE
Lyft,Corona,North Corona,0.913,437,6.98,0,0.19,0.62,0,0,0,11.22,11.22,FALSE,Sep,19,23,37,Tue,night,Queens,Queens,FALSE
Lyft,JFK Airport,Outside of NYC,40.026,3964,105,26.8,3.69,0,0,2.5,0,94.04,94.04,TRUE,Sep,19,23,45,Tue,night,Queens,Queens,FALSE
Lyft,Gramercy,Stuyvesant Heights,5.445,1425,27.07,0,0.75,2.42,2.75,0,0,20.72,20.72,FALSE,Sep,20,0,6,Wed,night,Manhattan,Manhattan,FALSE
Uber,SoHo,Kingsbridge Heights,14.65,1798,32.55,0,0.9,2.89,2.75,0,0,36.15,36.15,FALSE,Sep,20,0,11,Wed,night,Manhattan,Manhattan,FALSE
Uber,Williamsburg (North Side),Madison,11.92,2029,34.86,0,0.96,3.09,0,0,0,34.73,34.73,FALSE,Sep,20,1,22,Wed,night,Brooklyn,Brooklyn,FALSE
Lyft,Saint Albans,South Ozone Park,2.936,721,15.04,0,0.41,1.34,0,0,0,10.72,10.72,FALSE,Sep,20,5,31,Wed,night,Queens,Queens,FALSE
Uber,Westchester Village/Unionport,East Chelsea,13.86,2605,45.47,0,1.25,4.04,2.75,0,0,42.7,42.7,FALSE,Sep,20,6,3,Wed,morning,Bronx,Bronx,FALSE
Uber,Bronxdale,Van Nest/Morris Park,2.01,559,12.45,0,0.34,1.1,0,0,0,7.9,7.9,FALSE,Sep,20,6,11,Wed,morning,Bronx,Bronx,FALSE
Lyft,Marine Park/Mill Basin,Prospect-Lefferts Gardens,2.899,1009,22.38,0,0.62,1.99,0,0,0,14.42,14.42,FALSE,Sep,20,8,38,Wed,morning,Brooklyn,Brooklyn,FALSE
Uber,Fordham South,Spuyten Duyvil/Kingsbridge,3.83,901,16.08,0,0.44,1.43,0,0,0,13.66,13.66,FALSE,Sep,20,9,3,Wed,morning,Bronx,Bronx,FALSE
Uber,East Village,Newark Airport,14.26,1749,52.14,21,2.08,0,0,2.5,0,40.93,40.93,FALSE,Sep,20,9,8,Wed,morning,Manhattan,Manhattan,FALSE
Lyft,Upper East Side South,Meatpacking/West Village West,4.611,3302,36.05,0,0.99,3.2,2.75,0,0,37.45,37.45,FALSE,Sep,20,12,9,Wed,afternoon,Manhattan,Manhattan,FALSE
Uber,Glendale,Glen Oaks,11.08,1258,24.66,0,0.68,2.19,0,0,0,26.59,26.59,FALSE,Sep,20,12,16,Wed,afternoon,Queens,Queens,FALSE
Lyft,Co-Op City,Williamsbridge/Olinville,2.024,755,11.64,0,0.32,1.03,0,0,5,9.84,14.84,FALSE,Sep,20,12,45,Wed,afternoon,Bronx,Bronx,TRUE
Uber,Upper East Side South,LaGuardia Airport,10.01,3260,67.59,6.94,2.12,6.84,2.75,2.5,0,47.54,47.54,FALSE,Sep,20,15,42,Wed,afternoon,Manhattan,Manhattan,FALSE
Uber,Norwood,Highbridge,3.87,1488,23.25,0,0.64,2.06,0,0,0,21.33,21.33,FALSE,Sep,20,16,38,Wed,afternoon,Bronx,Bronx,FALSE
Uber,Penn Station/Madison Sq West,Financial District North,5.12,2728,43.18,0,1.19,3.83,2.75,0,0,39.49,39.49,FALSE,Sep,20,17,44,Wed,afternoon,Manhattan,Manhattan,FALSE
Uber,Stuyvesant Heights,Ridgewood,3.23,1119,14.93,0,0.41,1.33,0,0,0,14.86,14.86,FALSE,Sep,20,18,43,Wed,evening,Brooklyn,Brooklyn,FALSE
Lyft,Hollis,Jamaica,1.041,312,7.81,0,0.21,0.69,0,0,0,8.47,8.47,FALSE,Sep,20,20,11,Wed,evening,Queens,Queens,FALSE
Uber,Central Harlem North,West Concourse,1.78,772,11.58,0,0.32,1.03,0,0,3,10.62,13.62,FALSE,Sep,20,20,15,Wed,evening,Manhattan,Manhattan,TRUE
Uber,Brooklyn Heights,Crown Heights North,4.78,1416,34.73,0,0.96,3.08,0,0,0,20.63,20.63,FALSE,Sep,20,20,21,Wed,evening,Brooklyn,Brooklyn,FALSE
Lyft,Stuyvesant Heights,Stuyvesant Heights,0.17,77,6.96,0,0.19,0.62,0,0,0,5.47,5.47,FALSE,Sep,20,21,15,Wed,evening,Brooklyn,Brooklyn,FALSE
Uber,East Village,Boerum Hill,3.11,841,36.95,0,1.02,3.28,2.75,0,0,18.12,18.12,FALSE,Sep,20,21,17,Wed,evening,Manhattan,Manhattan,FALSE
Lyft,East Chelsea,Meatpacking/West Village West,3.484,1725,28.57,0,0.79,2.54,2.75,0,0,22.15,22.15,FALSE,Sep,20,23,15,Wed,night,Manhattan,Manhattan,FALSE
Lyft,Mott Haven/Port Morris,LaGuardia Airport,7.348,866,21.49,6.51,0.84,2.71,0,2.5,0,17.92,17.92,FALSE,Sep,21,4,15,Thu,night,Bronx,Bronx,FALSE
Lyft,Murray Hill,LaGuardia Airport,12.967,1724,28.93,5.69,1.02,3.3,2.75,2.5,2,38.28,40.28,FALSE,Sep,21,4,25,Thu,night,Manhattan,Manhattan,TRUE
Lyft,East Chelsea,Times Sq/Theatre District,1.347,818,11.64,0.22,0.33,1.05,2.75,0,3,9.55,12.55,FALSE,Sep,21,7,8,Thu,morning,Manhattan,Manhattan,TRUE
Uber,Williamsbridge/Olinville,Eastchester,1.56,501,13.43,0,0.37,1.19,0,0,0,9.51,9.51,FALSE,Sep,21,7,22,Thu,morning,Bronx,Bronx,FALSE
Uber,Upper West Side South,Garment District,3.03,1093,27.06,0,0.74,2.4,2.75,0,0,17.01,17.01,FALSE,Sep,21,8,7,Thu,morning,Manhattan,Manhattan,FALSE
Uber,Central Harlem North,Melrose South,1.34,769,12.46,0,0.34,1.11,0,0,0,10.73,10.73,FALSE,Sep,21,8,19,Thu,morning,Manhattan,Manhattan,FALSE
Uber,Meatpacking/West Village West,Midtown Center,3.53,1482,32.39,0,0.89,2.87,2.75,0,0,18.57,18.57,FALSE,Sep,21,8,43,Thu,morning,Manhattan,Manhattan,FALSE
Uber,Upper East Side South,Upper East Side South,0.6,408,10.48,0,0.29,0.93,2.75,0,0,5.4,5.4,FALSE,Sep,21,8,53,Thu,morning,Manhattan,Manhattan,FALSE
Lyft,East Chelsea,East Chelsea,0.89,692,11.21,0,0.31,0.99,2.75,0,2,7.75,9.75,FALSE,Sep,21,9,4,Thu,morning,Manhattan,Manhattan,TRUE
Uber,Brooklyn Heights,Downtown Brooklyn/MetroTech,0.73,543,11.56,0,0.32,1.03,0,0,0,6.51,6.51,FALSE,Sep,21,9,52,Thu,morning,Brooklyn,Brooklyn,FALSE
Lyft,Williamsbridge/Olinville,Eastchester,1.434,502,10.85,0,0.3,0.96,0,0,0,6.66,6.66,FALSE,Sep,21,9,57,Thu,morning,Bronx,Bronx,FALSE
Uber,LaGuardia Airport,Garment District,9.68,4309,153.44,6.94,4.48,14.46,2.75,2.5,0,99.24,99.24,TRUE,Sep,21,10,57,Thu,morning,Queens,Queens,FALSE
Uber,Two Bridges/Seward Park,East Chelsea,7.25,1912,29.76,0,0.82,2.64,2.75,0,0,27.5,27.5,FALSE,Sep,21,11,0,Thu,morning,Manhattan,Manhattan,FALSE
Uber,Jamaica Estates,Queens Village,0.84,255,9.07,0,0.25,0.8,0,0,0,6.37,6.37,FALSE,Sep,21,11,8,Thu,morning,Queens,Queens,FALSE
Lyft,Claremont/Bathgate,West Concourse,1.202,752,13.14,0,0.17,0.55,0,0,2,8.74,10.74,FALSE,Sep,21,11,37,Thu,morning,Bronx,Bronx,TRUE
Uber,Midtown South,Union Sq,1.25,1109,18.71,0,0.51,1.66,2.75,0,0,12.32,12.32,FALSE,Sep,21,13,9,Thu,afternoon,Manhattan,Manhattan,FALSE
Uber,Greenpoint,Greenpoint,1.04,392,13.33,0,0.37,1.18,0,0,0,6.79,6.79,FALSE,Sep,21,13,49,Thu,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Crown Heights South,East New York,5.86,2276,31.27,0,0.86,2.78,0,0,0,29.09,29.09,FALSE,Sep,21,14,34,Thu,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Middle Village,Forest Hills,2.32,756,16.08,0,0.44,1.43,0,0,0,10.16,10.16,FALSE,Sep,21,14,37,Thu,afternoon,Queens,Queens,FALSE
Uber,University Heights/Morris Heights,Belmont,1.42,704,12.51,0,0.34,1.11,0,0,0,8.49,8.49,FALSE,Sep,21,14,47,Thu,afternoon,Bronx,Bronx,FALSE
Uber,Brownsville,Stuyvesant Heights,2.21,814,15.2,0,0.42,1.35,0,0,0,10.55,10.55,FALSE,Sep,21,14,59,Thu,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Flatbush/Ditmas Park,Flatlands,2.59,1153,12.26,0,0.34,1.09,0,0,0,14.28,14.28,FALSE,Sep,21,15,30,Thu,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Kew Gardens,South Jamaica,3.16,1034,16.93,0,0.47,1.5,0,0,0,14.23,14.23,FALSE,Sep,21,16,59,Thu,afternoon,Queens,Queens,FALSE
Lyft,Financial District North,Fort Greene,3.011,816,17.98,0,0.49,1.6,2.75,0,0,16.23,16.23,FALSE,Sep,21,17,5,Thu,afternoon,Manhattan,Manhattan,FALSE
Lyft,Midtown Center,East Elmhurst,8.784,1932,43.68,2.21,1.26,4.07,2.75,0,9.71,29.95,39.66,FALSE,Sep,21,18,26,Thu,evening,Manhattan,Manhattan,TRUE
Uber,Greenwich Village North,Meatpacking/West Village West,0.84,485,36.75,0,1.01,3.26,2.75,0,0,19.24,19.24,FALSE,Sep,21,19,24,Thu,evening,Manhattan,Manhattan,FALSE
Uber,Crown Heights North,Bushwick South,2.35,890,8.75,0,0.24,0.78,0,0,0,5.72,5.72,FALSE,Sep,21,19,36,Thu,evening,Brooklyn,Brooklyn,FALSE
Uber,East Chelsea,World Trade Center,2.97,1157,25.22,0,0.69,2.24,2.75,0,3.09,15.08,18.17,FALSE,Sep,21,19,39,Thu,evening,Manhattan,Manhattan,TRUE
Lyft,Clinton West,Clinton East,0.987,666,7.75,0,0.21,0.69,2.75,0,0,7.63,7.63,FALSE,Sep,21,19,48,Thu,evening,Manhattan,Manhattan,FALSE
Uber,Brooklyn Heights,Kensington,4.63,773,21.45,0,0.59,1.9,0,0,0,13.34,13.34,FALSE,Sep,21,20,24,Thu,evening,Brooklyn,Brooklyn,FALSE
Uber,Prospect-Lefferts Gardens,East Williamsburg,4.67,1088,25.89,0,0.71,2.3,0,0,0,16.51,16.51,FALSE,Sep,21,20,57,Thu,evening,Brooklyn,Brooklyn,FALSE
Uber,East Village,West Village,1.3,684,13.64,0,0.38,1.21,2.75,0,0,10.26,10.26,FALSE,Sep,21,21,51,Thu,evening,Manhattan,Manhattan,FALSE
Uber,Prospect Heights,Crown Heights North,1.07,309,6.9,0,0.19,0.61,0,0,0,5.4,5.4,FALSE,Sep,21,22,0,Thu,night,Brooklyn,Brooklyn,FALSE
Uber,Greenwich Village South,Upper East Side North,4.04,1186,57.91,0,1.59,5.14,2.75,0,0,33.22,33.22,FALSE,Sep,21,23,23,Thu,night,Manhattan,Manhattan,FALSE
Uber,TriBeCa/Civic Center,East Harlem South,8.56,1161,41.42,0,1.14,3.68,2.75,0,9.79,29.75,39.54,FALSE,Sep,21,23,34,Thu,night,Manhattan,Manhattan,TRUE
Lyft,Queens Village,Kew Gardens,6.271,1041,22.4,0,0.4,1.28,0,0,0,20.46,20.46,FALSE,Sep,21,23,46,Thu,night,Queens,Queens,FALSE
Lyft,Morningside Heights,Washington Heights North,3.629,797,17.79,0,0.49,1.58,0,0,1,13.67,14.67,FALSE,Sep,22,0,20,Fri,night,Manhattan,Manhattan,TRUE
Uber,Midtown Center,Upper East Side North,2.24,485,13.62,0,0.37,1.21,2.75,0,5,8.37,13.37,FALSE,Sep,22,0,51,Fri,night,Manhattan,Manhattan,TRUE
Uber,Midtown South,Upper West Side South,3.43,849,18.96,0,0.52,1.68,2.75,0,0,12.92,12.92,FALSE,Sep,22,3,38,Fri,night,Manhattan,Manhattan,FALSE
Uber,East New York,Hammels/Arverne,11.11,1929,35.09,5.2,1.11,3.58,0,0,0,32.77,32.77,FALSE,Sep,22,6,4,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Port Richmond,Heartland Village/Todt Hill,5.2,1129,17.03,0,0.47,1.51,0,0,0,17.44,17.44,FALSE,Sep,22,6,5,Fri,morning,Staten Island,Staten Island,FALSE
Uber,Richmond Hill,Outside of NYC,8.73,1140,31.28,0,0.86,2.78,0,0,0,23.09,23.09,FALSE,Sep,22,6,25,Fri,morning,Queens,Queens,FALSE
Uber,Eastchester,Soundview/Castle Hill,5.22,758,21.06,0,0.58,1.87,0,0,0,16.73,16.73,FALSE,Sep,22,6,36,Fri,morning,Bronx,Bronx,FALSE
Lyft,Columbia Street,Brooklyn Heights,1.236,794,9.85,0,0.27,0.87,0,0,1,9.18,10.18,FALSE,Sep,22,6,43,Fri,morning,Brooklyn,Brooklyn,TRUE
Uber,Cypress Hills,Ocean Hill,3.09,958,17.9,0,0.49,1.59,0,0,0,13.07,13.07,FALSE,Sep,22,6,45,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,East Tremont,Mount Hope,1.05,521,11.56,0,0.32,1.03,0,0,0,6.28,6.28,FALSE,Sep,22,8,45,Fri,morning,Bronx,Bronx,FALSE
Lyft,Bushwick North,Williamsburg (South Side),2.12,1608,17.39,0,0.37,1.21,0,0,0,18.07,18.07,FALSE,Sep,22,8,46,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Long Island City/Hunters Point,Greenpoint,1.97,484,12.47,0,0.34,1.11,0,0,3,7.14,10.14,FALSE,Sep,22,8,50,Fri,morning,Queens,Queens,TRUE
Lyft,Boerum Hill,Clinton East,9.268,2407,42.17,3.18,1.25,4.02,2.75,0,0,35.1,35.1,FALSE,Sep,22,8,56,Fri,morning,Brooklyn,Brooklyn,FALSE
Uber,Morrisania/Melrose,Crotona Park East,1.46,553,10.68,0,0.29,0.95,0,0,0,7.19,7.19,FALSE,Sep,22,9,40,Fri,morning,Bronx,Bronx,FALSE
Uber,Charleston/Tottenville,Charleston/Tottenville,3.21,475,15.13,0,0.42,1.34,0,0,0,8.71,8.71,FALSE,Sep,22,10,18,Fri,morning,Staten Island,Staten Island,FALSE
Uber,North Corona,East Harlem South,9.05,1712,30.63,6.94,1.03,3.33,0,0,0,28.1,28.1,FALSE,Sep,22,10,37,Fri,morning,Queens,Queens,FALSE
Lyft,Van Nest/Morris Park,Van Nest/Morris Park,1.64,1033,10.93,0,0.3,0.97,0,0,0,11.98,11.98,FALSE,Sep,22,11,28,Fri,morning,Bronx,Bronx,FALSE
Uber,LaGuardia Airport,Garment District,9.21,2514,45.12,6.94,1.5,4.84,2.75,2.5,12.73,35.78,48.51,FALSE,Sep,22,12,23,Fri,afternoon,Queens,Queens,TRUE
Uber,Lincoln Square West,Outside of NYC,6.04,1182,32.2,20,1.44,0,0,0,0,21.35,21.35,FALSE,Sep,22,12,57,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Clinton East,Newark Airport,15.92,2553,60.13,21,2.3,0,0,2.5,0,50.92,50.92,FALSE,Sep,22,14,34,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Red Hook,Murray Hill,6.56,2499,34.22,0,0.94,3.04,2.75,0,0,32.11,32.11,FALSE,Sep,22,14,58,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Lincoln Square East,JFK Airport,18.96,5861,107.96,0,3.04,9.8,2.75,2.5,0,80,80,TRUE,Sep,22,16,13,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Little Italy/NoLiTa,Clinton West,3.73,1254,28.8,0,0.79,2.56,2.75,0,0,16.92,16.92,FALSE,Sep,22,16,39,Fri,afternoon,Manhattan,Manhattan,FALSE
Uber,Fort Greene,UN/Turtle Bay South,6.93,2494,36.89,0,1.01,3.27,2.75,0,0,34.56,34.56,FALSE,Sep,22,17,11,Fri,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,JFK Airport,Fresh Meadows,11.637,2426,42.27,0,1.23,3.97,0,2.5,0,42.62,42.62,FALSE,Sep,22,17,44,Fri,afternoon,Queens,Queens,FALSE
Uber,Astoria,Clinton West,4.63,2239,29.72,0,0.82,2.64,2.75,0,0,29.76,29.76,FALSE,Sep,22,18,17,Fri,evening,Queens,Queens,FALSE
Uber,Forest Hills,Hillcrest/Pomonok,2.21,613,12.46,0,0.34,1.11,0,0,0,8.89,8.89,FALSE,Sep,22,19,3,Fri,evening,Queens,Queens,FALSE
Lyft,World Trade Center,Brooklyn Navy Yard,2.252,1773,47.02,0,1.29,4.17,2.75,0,0,43.12,43.12,FALSE,Sep,22,19,21,Fri,evening,Manhattan,Manhattan,FALSE
Uber,Times Sq/Theatre District,West Chelsea/Hudson Yards,2.27,1580,38.91,0,1.07,3.45,2.75,0,4.61,33.07,37.68,FALSE,Sep,22,19,28,Fri,evening,Manhattan,Manhattan,TRUE
Uber,Astoria,Inwood,7.99,973,25.3,6.94,0.89,2.86,0,0,0,19.65,19.65,FALSE,Sep,22,20,38,Fri,evening,Queens,Queens,FALSE
Uber,East Concourse/Concourse Village,East Concourse/Concourse Village,0.44,218,8.91,0,0.25,0.79,0,0,0,5.4,5.4,FALSE,Sep,22,20,46,Fri,evening,Bronx,Bronx,FALSE
Uber,Bushwick South,Glendale,3.03,1240,17.88,0,0.49,1.59,0,0,0,15.86,15.86,FALSE,Sep,22,21,17,Fri,evening,Brooklyn,Brooklyn,FALSE
Lyft,JFK Airport,Kips Bay,22.945,2577,52.18,6.27,1.68,5.41,2.75,2.5,0,63.28,63.28,TRUE,Sep,22,21,56,Fri,evening,Queens,Queens,FALSE
Uber,Midtown Center,Hudson Sq,3.95,1881,36.93,0,1.02,3.28,2.75,0,0,22.87,22.87,FALSE,Sep,22,22,29,Fri,night,Manhattan,Manhattan,FALSE
Uber,Bushwick South,Two Bridges/Seward Park,5.56,1301,24.33,0,0.67,2.16,2.75,0,4.48,20.09,24.57,FALSE,Sep,22,23,1,Fri,night,Brooklyn,Brooklyn,TRUE
Uber,West Village,Stuyvesant Heights,5.56,1621,71.89,0,1.98,6.38,2.75,0,0,52.98,52.98,TRUE,Sep,22,23,9,Fri,night,Manhattan,Manhattan,FALSE
Uber,Canarsie,Canarsie,1.56,374,9.78,0,0.27,0.87,0,0,0,5.56,5.56,FALSE,Sep,22,23,44,Fri,night,Brooklyn,Brooklyn,FALSE
Uber,Financial District North,East Village,3.79,691,20.77,0,0.57,1.84,2.75,0,0,15.73,15.73,FALSE,Sep,23,2,42,Sat,night,Manhattan,Manhattan,FALSE
Lyft,Bushwick South,Crown Heights North,2.136,531,12.48,0,0.34,1.11,0,0,0,11.37,11.37,FALSE,Sep,23,3,27,Sat,night,Brooklyn,Brooklyn,FALSE
Lyft,Kew Gardens,Forest Hills,4.79,661,14.65,0,0.32,1.02,0,0,0,12.6,12.6,FALSE,Sep,23,3,45,Sat,night,Queens,Queens,FALSE
Uber,East New York/Pennsylvania Avenue,Flatlands,7.89,1287,25.89,0,0.71,2.3,0,0,0,23.77,23.77,FALSE,Sep,23,5,12,Sat,night,Brooklyn,Brooklyn,FALSE
Uber,JFK Airport,Outside of NYC,28.97,2539,123.67,6.94,3.66,11.81,0,2.5,0,91.41,91.41,TRUE,Sep,23,7,34,Sat,morning,Queens,Queens,FALSE
Lyft,West Farms/Bronx River,Soundview/Bruckner,1.333,421,12.31,0,0.34,1.09,0,0,0,7.07,7.07,FALSE,Sep,23,8,3,Sat,morning,Bronx,Bronx,FALSE
Uber,East Elmhurst,Jackson Heights,3.34,776,17.87,0,0.49,1.59,0,0,1,11.9,12.9,FALSE,Sep,23,8,29,Sat,morning,Queens,Queens,TRUE
Uber,Murray Hill,East Chelsea,1.05,563,15.69,0,0.43,1.39,2.75,0,3.03,6.81,9.84,FALSE,Sep,23,9,13,Sat,morning,Manhattan,Manhattan,TRUE
Uber,Kips Bay,Greenwich Village South,2.53,816,13.58,0,0.37,1.21,2.75,0,0,10.99,10.99,FALSE,Sep,23,9,39,Sat,morning,Manhattan,Manhattan,FALSE
Lyft,East Harlem North,Central Harlem North,2.094,672,10.74,0,0.3,0.95,0,0,0,9.15,9.15,FALSE,Sep,23,9,40,Sat,morning,Manhattan,Manhattan,FALSE
Uber,Times Sq/Theatre District,LaGuardia Airport,10.04,1574,48.98,6.94,1.61,5.18,2.75,2.5,10.19,27.98,38.17,FALSE,Sep,23,10,12,Sat,morning,Manhattan,Manhattan,TRUE
Uber,Crown Heights North,Hammels/Arverne,14.7,3052,37.41,5.2,1.17,3.78,0,0,0,48.01,48.01,FALSE,Sep,23,10,38,Sat,morning,Brooklyn,Brooklyn,FALSE
Uber,Central Harlem,Mott Haven/Port Morris,2.35,730,13.99,0,0.38,1.24,0,0,0,10.1,10.1,FALSE,Sep,23,10,47,Sat,morning,Manhattan,Manhattan,FALSE
Lyft,Midtown Center,Times Sq/Theatre District,0.428,348,7.14,0,0.2,0.63,2.75,0,0,5.47,5.47,FALSE,Sep,23,10,59,Sat,morning,Manhattan,Manhattan,FALSE
Lyft,Windsor Terrace,Gowanus,2.067,526,14.48,0,0.4,1.29,0,0,0,7.72,7.72,FALSE,Sep,23,12,20,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Lyft,East Village,Murray Hill,1.814,489,12.55,0,0.35,1.11,2.75,0,0,7.03,7.03,FALSE,Sep,23,13,15,Sat,afternoon,Manhattan,Manhattan,FALSE
Lyft,Morrisania/Melrose,Mott Haven/Port Morris,1.626,991,13.83,0,0.38,1.23,0,0,0,11.56,11.56,FALSE,Sep,23,13,23,Sat,afternoon,Bronx,Bronx,FALSE
Lyft,Morningside Heights,Morningside Heights,0.998,400,7.94,0,0.22,0.7,0,0,2,5.47,7.47,FALSE,Sep,23,13,47,Sat,afternoon,Manhattan,Manhattan,TRUE
Uber,Midtown North,Outside of NYC,9.1,1516,57.46,20,2.13,0,0,0,0,41.06,41.06,FALSE,Sep,23,14,43,Sat,afternoon,Manhattan,Manhattan,FALSE
Uber,Murray Hill,Lincoln Square East,2.23,1635,27.99,0,0.77,2.48,2.75,0,8,19.8,27.8,FALSE,Sep,23,15,4,Sat,afternoon,Manhattan,Manhattan,TRUE
Uber,JFK Airport,Baisley Park,2.75,663,6.81,0,0.26,0.83,0,2.5,1,9.84,10.84,FALSE,Sep,23,15,14,Sat,afternoon,Queens,Queens,TRUE
Uber,East Village,West Village,1.13,595,16.32,0,0.45,1.45,2.75,0,0,13,13,FALSE,Sep,23,15,46,Sat,afternoon,Manhattan,Manhattan,FALSE
Uber,Crown Heights North,Prospect-Lefferts Gardens,2.04,635,11.57,0,0.32,1.03,0,0,0,8.67,8.67,FALSE,Sep,23,16,14,Sat,afternoon,Brooklyn,Brooklyn,FALSE
Uber,Williamsburg (South Side),Williamsburg (South Side),1,589,13.4,0,0.37,1.19,0,0,3,6.85,9.85,FALSE,Sep,23,16,59,Sat,afternoon,Brooklyn,Brooklyn,TRUE
Uber,JFK Airport,Midtown South,17.68,3181,95.43,6.94,2.88,9.31,2.75,2.5,0,75.05,75.05,TRUE,Sep,23,17,25,Sat,afternoon,Queens,Queens,FALSE
Uber,East Village,East Concourse/Concourse Village,9.07,2118,34.2,0,0.94,3.04,2.75,0,0,32.19,32.19,FALSE,Sep,23,18,8,Sat,evening,Manhattan,Manhattan,FALSE
Uber,Murray Hill,East Village,2.32,1264,21.69,0,0.6,1.92,2.75,0,0,17.21,17.21,FALSE,Sep,23,18,53,Sat,evening,Manhattan,Manhattan,FALSE
Uber,West Village,Garment District,7.17,3042,55.61,0,1.53,4.94,2.75,0,0,56.39,56.39,TRUE,Sep,23,19,27,Sat,evening,Manhattan,Manhattan,FALSE
Lyft,Old Astoria,Lenox Hill East,4.245,1389,20.22,2.22,0.62,1.99,2.75,0,0,18.79,18.79,FALSE,Sep,23,19,35,Sat,evening,Queens,Queens,FALSE
Uber,Bushwick South,Clinton Hill,3.37,1141,22.32,0,0.61,1.98,0,0,2.49,15.16,17.65,FALSE,Sep,23,19,45,Sat,evening,Brooklyn,Brooklyn,TRUE
Uber,Clinton Hill,Crown Heights North,1.77,628,10.96,0,0.3,0.97,0,0,0,11.74,11.74,FALSE,Sep,23,19,49,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,TriBeCa/Civic Center,Greenwich Village North,1.46,933,18.72,0,0.51,1.66,2.75,0,0,16.33,16.33,FALSE,Sep,23,20,9,Sat,evening,Manhattan,Manhattan,FALSE
Lyft,Bedford,Crown Heights North,1.641,710,11.35,0,0.31,1.01,0,0,0,8.91,8.91,FALSE,Sep,23,20,20,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,Astoria,Lenox Hill East,3.4,859,17.23,0,0.47,1.53,2.75,0,0,12.55,12.55,FALSE,Sep,23,20,45,Sat,evening,Queens,Queens,FALSE
Uber,Brooklyn Heights,Red Hook,2.36,431,9.77,0,0.27,0.87,0,0,3,9.35,12.35,FALSE,Sep,23,20,56,Sat,evening,Brooklyn,Brooklyn,TRUE
Uber,Financial District North,Alphabet City,3.45,909,19.19,0,0.53,1.7,2.75,0,0,13.28,13.28,FALSE,Sep,23,21,2,Sat,evening,Manhattan,Manhattan,FALSE
Uber,Richmond Hill,Woodhaven,1.8,694,12.45,0,0.34,1.1,0,0,0,11.17,11.17,FALSE,Sep,23,21,10,Sat,evening,Queens,Queens,FALSE
Uber,Lincoln Square East,West Chelsea/Hudson Yards,2.02,816,15.36,0,0.42,1.36,2.75,0,0,10.51,10.51,FALSE,Sep,23,21,45,Sat,evening,Manhattan,Manhattan,FALSE
Lyft,Dyker Heights,Bensonhurst East,2.183,473,10.73,0,0.3,0.95,0,0,0,7.37,7.37,FALSE,Sep,23,21,50,Sat,evening,Brooklyn,Brooklyn,FALSE
Uber,East Concourse/Concourse Village,Lincoln Square East,7.24,1775,29.61,0,0.81,2.63,2.75,0,0,30.44,30.44,FALSE,Sep,23,22,19,Sat,night,Bronx,Bronx,FALSE
Lyft,Midtown South,Outside of NYC,14.636,2098,70.65,0.59,1.96,6.32,2.75,0,0,45.15,45.15,FALSE,Sep,23,22,42,Sat,night,Manhattan,Manhattan,FALSE
Uber,Greenwich Village South,Alphabet City,1.55,767,20.82,0,0.57,1.85,2.75,0,0,11.89,11.89,FALSE,Sep,23,22,46,Sat,night,Manhattan,Manhattan,FALSE
Uber,Union Sq,Kips Bay,0.85,418,11.86,0,0.33,1.05,2.75,0,3,5.4,8.4,FALSE,Sep,23,23,17,Sat,night,Manhattan,Manhattan,TRUE
Lyft,Marine Park/Mill Basin,Bellerose,18.478,1889,49.85,0,1.37,4.43,0,0,0,42.34,42.34,FALSE,Sep,23,23,33,Sat,night,Brooklyn,Brooklyn,FALSE
